id,spacetrack_id,version,launch_date,longitude,latitude,height_km,velocity_kms
5eed7714096e590006985655,,v1.0,,87.34708209845677,-53.1121530912205,523.2469251605053,7.601106913932934
5eed7714096e590006985656,,v1.0,,-7.2242897274647575,6.317550149231022,547.6417388212249,7.589799515043443
5eed7714096e590006985657,,v1.0,,-147.3239903157404,-6.475898260364571,548.945607696578,7.588367560906162
5eed7714096e590006985658,,v1.0,,-156.75365591114502,-18.273163182662557,552.2559937480519,7.585851124971276
5eed7714096e590006985659,,v1.0,,134.1725794700431,-52.08705841661064,566.2647960338572,7.577296736079264
5eed7714096e59000698565a,,v1.0,,4.890945086567368,-9.72513088428099,549.9711261410703,7.587449551995332
5eed7714096e59000698565b,,v1.0,,-125.31446152154311,30.985765046466426,547.9630198621671,7.592699986772985
5eed7714096e59000698565c,,v1.0,,140.71063314845566,-28.86207679318454,500.87636836880756,7.613021158037145
5eed7714096e59000698565d,,v1.0,,-138.59527797023298,47.98907675761472,552.0391554493317,7.591992731709585
5eed7714096e59000698565e,,v1.0,,175.73541788025767,-2.3995207786462327,548.085848241989,7.589171678053835
5eed7714096e59000698565f,,v1.0,,172.5595417620179,-0.05404780585386845,501.71840557915857,7.6132251625344844
5eed7714096e590006985660,,v1.0,,32.477473410778636,29.526749041773872,548.6544540619816,7.591672053005159
5eed7714096e590006985661,,v1.0,,-161.31811020729018,1.5273743764012016,547.3964163687806,7.589916181693246
5eed7714096e590006985662,,v1.0,,18.81280466405269,-1.7002382227247752,548.9027412314153,7.588267961231151
5eed7714096e590006985663,,v1.0,,-176.19053772699306,-36.59790447640242,559.2904889602987,7.581462860224824
5eed7714096e590006985664,,v1.0,,-104.89549995675291,39.18255150074676,549.5626829224911,7.592694791544313
5eed7714096e590006985665,,v1.0,,130.84188249877525,-53.15856020358091,566.8383214861906,7.576915092746176
5eed7714096e590006985666,,v1.0,,-113.906157954079,45.05813653890257,550.7689774465471,7.592682335038101
5eed7714096e590006985667,,v1.0,,,,,
5eed7714096e590006985668,,v1.0,,-7.507407298853765,29.51989926445978,549.1968497683947,7.591049644708978
5eed7714096e590006985669,,v1.0,,-80.86224327032542,49.62339795530369,551.7399319596379,7.5926718670833155
5eed7714096e59000698566a,,v1.0,,,,,
5eed7714096e59000698566b,,v1.0,,99.28932689858365,-49.66270781781265,565.5782732742609,7.577506404210061
5eed7714096e59000698566c,,v1.0,,172.32939132294607,-29.66131976094915,556.6361234978249,7.582932996316468
5eed7714096e59000698566d,,v1.0,,75.29948437311778,-39.30626616150951,560.8856236141455,7.580305711191954
5eed7714096e59000698566e,,v1.0,,59.305405568514175,-49.668658974343494,565.402203218352,7.577696957731932
5eed7714096e59000698566f,,v1.0,,66.12675385330687,-45.07336504815198,563.336798884432,7.578926423833618
5eed7714096e590006985670,,v1.0,,,,,
5eed7714096e590006985671,,v1.0,,,,,
5eed7714096e590006985672,,v1.0,,-121.89141649692101,25.150718957267785,547.1242666425578,7.592541042902083
5eed7714096e590006985673,,v1.0,,6.508225562183936,14.353712282970582,547.2690180829204,7.590916091106688
5eed7714096e590006985674,,v1.0,,126.9387698086065,-51.58515222640138,566.1053151182577,7.577373321364954
5eed7714096e590006985675,,v1.0,,,,,
5eed7714096e590006985676,,v1.0,,-11.4591020970912,30.807845533603174,531.6967814103864,7.602359208018727
5eed7714096e590006985677,,v1.0,,8.349038366993877,33.09293238294505,548.8681343876215,7.592172930711956
5eed7714096e590006985678,,v1.0,,-56.19827875249199,-36.60052674355244,559.4118169771345,7.5813299867283455
5eed7714096e590006985679,,v1.0,,3.905564523619274,36.579761607914605,549.4246585729843,7.592273264569684
5eed7714096e59000698567a,,v1.0,,-148.83683480755795,17.477870243557422,546.6178623441865,7.591920559186824
5eed7714096e59000698567b,,v1.0,,46.01585927742546,-32.51036491590164,558.1443059929006,7.581876661231968
5eed7714096e59000698567c,,v1.0,,,,,
5eed7714096e59000698567d,,v1.0,,-5.322471243417671,14.356751359461832,485.97188983153774,7.626137773806519
5eed7714096e59000698567e,,v1.0,,101.53777352807184,47.94532807070132,551.7779924023926,7.592247457023592
5eed7714096e59000698567f,,v1.0,,-132.6082698177545,-7.124114988639802,548.9020775294357,7.5884478632786285
5eed7714096e590006985680,,v1.0,,35.17095724660687,-39.22360448306388,561.3926554440577,7.579751039845296
5eed7714096e590006985681,,v1.0,,32.73089847544523,6.397877686702233,547.6333156256433,7.589838127914081
5eed7714096e590006985682,,v1.0,,-15.243810444104687,9.537206910156314,546.2665571285115,7.591508927902705
5eed7714096e590006985683,,v1.0,,178.13697316836064,-25.187931795941996,555.6788803853797,7.583213779072775
5eed7714096e590006985684,,v1.0,,-18.49184146274653,47.95667075715135,551.7334899400776,7.592315430939144
5eed7714096e590006985685,,v1.0,,-91.53889548447333,-51.2651339963028,561.8925688852478,7.579416694885312
5eed7714096e590006985686,,v1.0,,-27.37770346822424,-6.522520436217641,548.7830801784967,7.588562701646927
5eed7714096e590006985687,,v1.0,,,,,
5eed7714096e590006985688,,v1.0,,123.94779340608949,36.49937646512646,549.5964158603656,7.59207117023502
5eed7714096e590006985689,,v1.0,,,,,
5eed7714096e59000698568a,,v1.0,,,,,
5eed7714096e59000698568b,,v1.0,,-58.48920305950782,47.95340281820904,551.6637192687685,7.592373465264964
5eed7714096e59000698568c,,v1.0,,-78.59033789641845,-47.985257019795036,564.3274448308166,7.578500749532055
5eed7714096e59000698568d,,v1.0,,1.9396044878134706,28.916672530983533,547.6328875044956,7.592688788455532
5eed7714096e59000698568e,,v1.0,,93.78878380211698,42.759457851237016,550.6878813069634,7.5922534367360095
5eed7714096e59000698568f,,v1.0,,-49.13650032072403,53.15910127197938,552.6950300082117,7.592406560155984
5eed7714096e590006985690,,v1.0,,-85.6217325967572,52.469619679345556,552.493103050997,7.59248516169059
5eed7714096e590006985691,,v1.0,,-36.740959218991016,-5.19142268372447,534.0407031179175,7.596713062256442
5eed7714096e590006985692,,v1.0,,-108.99510258034645,-53.155971707655745,566.7368172698398,7.577007712679126
5eed7714096e590006985693,,v1.0,,112.51407275491034,29.492507541060334,548.6389247740763,7.591668936068934
5eed7714096e590006985694,,v1.0,,164.91908982710703,-9.740876822369348,551.0434889786638,7.586284842676268
5eed7714096e590006985695,,v1.0,,-64.2845008971783,-2.403278122718338,548.0833294640152,7.589191558043175
5eed7714096e590006985696,,v1.0,,117.43037563272877,-6.721513413257081,505.9909069142359,7.611234383893499
5eed7714096e590006985697,,v1.0,,70.90732604731274,53.15998353418525,552.7877023770634,7.592305805765868
5eed7714096e590006985698,,v1.0,,10.700611433007019,48.24795775619449,532.4074061715173,7.603670806375373
5eed7714096e590006985699,,v1.0,,151.27884427851845,-17.613555001774195,552.9263461601104,7.585046319087947
5eed7714096e59000698569a,,v1.0,,-67.70807966944476,-29.694858446370848,556.2383768514574,7.583403934839404
5eed7714096e59000698569b,,v1.0,,-155.93293433803558,-44.072736024012364,565.665150844442,7.577519187913531
5eed7714096e59000698569c,,v1.0,,19.866317143322156,22.09370684359553,548.0322936803796,7.591062054611518
5eed7714096e59000698569d,,v1.0,,-28.845565082435787,17.46659525763347,546.6303309744453,7.591915962346155
5eed7714096e59000698569e,,v1.0,,39.13676636488524,49.62575378982843,551.8073898826615,7.592600841796795
5eed7714096e59000698569f,,v1.0,,-53.536382885543745,-14.406137217463161,550.911620772612,7.586845896634284
5eed7714096e5900069856a0,,v1.0,,-87.3930526538815,-38.55965389926758,531.003669620136,7.596043106652526
5eed7714096e5900069856a1,,v1.0,,,,,
5eed7714096e5900069856a2,,v1.0,,-158.54374248531977,-47.968629649109346,564.3726400410096,7.578451067235155
5eed7714096e5900069856a3,,v1.0,,83.9582984171211,36.479087749289256,549.8691746837576,7.591764246243071
5eed7714096e5900069856a4,,v1.0,,-80.25544176393413,-22.214660407998647,553.3880938640805,7.585195374671275
5eed7714096e5900069856a5,,v1.0,,112.81665361455734,6.290727057783643,547.8283325217753,7.589587128143335
5eed7714096e5900069856a6,,v1.0,,-177.8664546668976,-29.073211871370255,557.0619337673752,7.5823658060541685
5eed7714096e5900069856a7,,v1.0,,162.65419030603937,-12.940768343396568,551.552281120159,7.586020601414089
5eed7714096e5900069856a8,,v1.0,,31.27948535906245,-17.624514947910015,552.9536895471729,7.585007087664144
5eed7714096e5900069856a9,,v1.0,,107.46431145734107,40.970044284338336,550.3703684692719,7.592215758248996
5eed7714096e5900069856aa,,v1.0,,135.6876992615211,-26.7167939093247,514.0386714557817,7.605237294590738
5eed7714096e5900069856ab,,v1.0,,-118.59520008997937,-47.987309132630294,564.386438079192,7.578444071759944
5eed7714096e5900069856ac,,v1.0,,-41.93168592730549,25.11960960321874,547.3435742103866,7.592312672562524
5eed7714096e5900069856ad,,v1.0,,-24.92527768798034,39.171163623553674,549.3608704625158,7.5929286111023435
5eed7714096e5900069856ae,,v1.0,,-179.54439490851192,-51.04566093047853,566.0073741508368,7.577325087062711
5eed7714096e5900069856af,,v1.0,,,,,
5eed7714096e5900069856b0,,v1.0,,99.89362027101055,22.056697585990644,547.3941447860116,7.591734855348921
5eed7714096e5900069856b1,,v1.0,,15.106671361438762,39.18902610157228,549.4021981897176,7.592876318934968
5eed7714096e5900069856b2,,v1.0,,160.4236820366385,-46.6636992067945,564.2576636251624,7.578273035673588
5eed7714096e5900069856b3,,v1.0,,,,,
5eed7714096e5900069856b4,,v1.0,,-126.42698785418426,-42.859327328587284,562.296081579183,7.579588814665766
5eed7714096e5900069856b5,,v1.0,,,,,
5eed7714096e5900069856b6,,v1.0,,146.1305315931694,-45.08339142399122,563.6680456117783,7.57858325108853
5eed7714096e5900069856b7,,v1.0,,9.76502885719133,52.828684581472835,527.0560356685437,7.607539331390797
5eed7714096e5900069856b8,,v1.0,,,,,
5eed7714096e5900069856b9,,v1.0,,150.49498129972991,3.0351490102223484,548.323112773709,7.588925464957069
5eed7714096e5900069856ba,,v1.0,,-55.17925308967587,9.604720546721106,546.5283145525,7.591211771770968
5eed7714096e5900069856bb,,v1.0,,,,,
5eed7714096e5900069856bc,,v1.0,,31.07585778231206,53.153936749755744,552.6858455335023,7.59239619314614
5eed7714096e5900069856bd,,v1.0,,-73.89302726350897,45.06428796441627,550.7603134603751,7.592709198271541
5eed7714096e5900069856be,,v1.0,,146.42956205600242,-47.13083190206525,564.5584212624735,7.578050018673386
5eed7714096e5900069856bf,,v1.0,,70.63355379622689,23.149702500010484,488.49123727979895,7.625878860999958
5eed7714096e5900069856c0,,v1.0,,-100.5476389649706,-28.314648486474823,555.8652515369386,7.58351768886762
5eed7714096e5900069856c1,,v1.0,,-170.12092104864803,-52.93023624879322,566.7180925254206,7.576974865090538
5eed7714096e5900069856c2,,v1.0,,136.5111416991503,-28.303487488547614,556.7450439111308,7.582568701875733
5eed7714096e5900069856c3,,v1.0,,-157.36974407765098,-11.455724540467541,496.2377112652939,7.614541098327017
5eed7714096e5900069856c4,,v1.0,,-30.89344701711299,-48.858257856856355,564.762374977191,7.578219850064557
5eed7714096e5900069856c5,,v1.0,,-131.9668762993629,-0.04720933294863436,548.9140988492927,7.588254127718694
5eed7714096e5900069856c6,,v1.0,,161.40980937364273,30.0368202876197,493.2748892267891,7.621651722642923
5eed7714096e5900069856c7,,v1.0,,111.26750709620856,-17.61892729585934,552.870564130013,7.5850999331903255
5eed7714096e5900069856c8,,v1.0,,-33.98572000615908,45.026154373045564,550.9885087254261,7.592469868294145
5eed7714096e5900069856c9,,v1.0,,-130.77458450885095,-20.757393204674358,553.956054100905,7.58434456501194
5eed7714096e5900069856ca,,v1.0,,1.7411448129971419,-46.10605056040268,563.453109862271,7.578998125144376
5eed7714096e5900069856cb,,v1.0,,-133.78649543728787,-45.1178515987655,563.644799259052,7.578600769689709
5eed7714096e5900069856cc,,v1.0,,29.91991566962784,44.60811175885576,508.99897603970476,7.6165100880663665
5eed7714096e5900069856cd,,v1.0,,-81.91367449136365,25.131844387636523,546.9983018252387,7.592688218063371
5eed7714096e5900069856ce,,v1.0,,,,,
5eed7714096e5900069856cf,,v1.0,,170.87626567780032,-53.15840790731974,566.7327229117882,7.577027431411183
5eed7714096e5900069856d0,,v1.0,,-119.62574236135889,-15.997546831321428,552.2914314649806,7.585535021764576
5eed7714096e5900069856d1,,v1.0,,-70.88721499067586,20.627003423745144,546.9030732797046,7.5920483372122884
5eed7714096e5900069856d2,,v1.0,,,,,
5eed7714096e5900069856d3,,v1.0,,84.8941555675354,-9.717967995436116,550.5173334878336,7.586862896789699
5eed7714096e5900069856d4,,v1.0,,-57.01172730289649,40.96104352631701,506.87201042243487,7.616903755317321
5eed7714096e5900069856d5,,v1.0,,-8.995553027941604,53.15514840766574,552.8214955811618,7.592260597701513
5eed7715096e5900069856d6,,v1.0,,80.40516169069925,51.03729012957297,552.1523797856407,7.5925000933529025
5eed7715096e5900069856d7,,v1.0,,-54.07683276919027,32.451930185033724,548.2714635092198,7.592678127254807
5eed7715096e5900069856d8,,v1.0,,,,,
5eed7715096e5900069856d9,,v1.0,,126.1221728305857,-32.607410856207636,558.3343747416684,7.581660020536998
5eed7715096e5900069856da,,v1.0,,-78.22029536919862,5.663812498274342,546.8020884525567,7.590694594220866
5eed7715096e5900069856db,,v1.0,,153.9742096156533,-52.969350830493646,515.8648041988399,7.603110839287658
5eed7715096e5900069856dc,,v1.0,,-16.267193008614445,-36.6372699890372,559.3597379177436,7.581419033856178
5eed7715096e5900069856dd,,v1.0,,155.29818083825378,-39.31452308092563,561.0039429061599,7.580176722883539
5eed7715096e5900069856de,,v1.0,,49.08721092206683,20.59459079747691,547.0253407186938,7.591920965601784
5eed7715096e5900069856df,,v1.0,,61.52439339505769,47.95026753514407,551.8951880965378,7.592134980927939
5eed7715096e5900069856e0,,v1.0,,12.350067341320111,-29.653627261522747,556.504739997401,7.583095039385341
5eed7715096e5900069856e1,,v1.0,,-0.7277192675337247,49.66355089376247,551.7633296033127,7.592634185610583
5eed7715096e5900069856e2,,v1.0,,-6.379836344220719,-42.84686879468746,562.2580754143519,7.579627361786263
5eed7715096e5900069856e3,,v1.0,,114.42584741305268,52.47654934597874,552.6582515804112,7.592297488673441
5eed7715096e5900069856e4,,v1.0,,-115.16934711667537,-35.381444709098425,559.8277951724804,7.580624292401608
5eed7715096e5900069856e5,,v1.0,,-152.89814513415013,3.5985187447045246,520.6167176255294,7.604055191875738
5eed7715096e5900069856e6,,v1.0,,55.15366965857314,39.21303366193203,549.5898748177569,7.592664497983034
5eed7715096e5900069856e7,,v1.0,,134.5402702751722,-52.487692915883876,566.5899547443087,7.577017928398137
5eed7715096e5900069856e8,,v1.0,,51.1821820256456,17.498481314720202,546.7306560791994,7.591802271092539
5eed7715096e5900069856e9,,v1.0,,19.19966525335276,39.66709848673568,550.2075618129302,7.592106824856926
5eed7715096e5900069856ea,,v1.0,,,,,
5eed7715096e5900069856eb,,v1.0,,117.87707832072682,53.20568497336483,552.8211622688978,7.592293535492888
5eed7715096e5900069856ec,,v1.0,,48.4547515717121,33.01330267436264,549.3166859295889,7.591655443222917
5eed7715096e5900069856ed,,v1.0,,115.22558407870682,-39.26020023129968,561.1071071008755,7.580070534251113
5eed7715096e5900069856ee,,v1.0,,-94.11379353743675,32.42187483117851,548.3140967438958,7.592632604654414
5eed7715096e5900069856ef,,v1.0,,-121.2445654270118,1.5082691882702195,547.3267348897143,7.589994697468379
5eed7715096e5900069856f0,,v1.0,,106.22708393717893,-45.123965100727226,563.6817290455692,7.578558744326896
5eed7715096e5900069856f1,,v1.0,,-170.75557404761432,48.81607040371219,552.0276256026636,7.592159978355807
5eed7715096e5900069856f2,,v1.0,,-136.21588501393933,-36.60924842844597,559.4725849614897,7.5812763352883215
5eed7715096e5900069856f3,,v1.0,,,,,
5eed7715096e5900069856f4,,v1.0,,46.57530006775965,14.265132789216986,548.010124001762,7.590019546064681
5eed7715096e5900069856f5,,v1.0,,96.58733166764057,-28.374098070925665,556.6447314122015,7.582678145710675
5eed7715096e5900069856f6,,v1.0,,12.694389654951678,-6.453671241933866,548.7845720762671,7.588544226134218
5eed7715096e5900069856f7,,v1.0,,61.90023569258553,-5.827746173111842,549.9520436210678,7.587250067347197
5eed7715096e5900069856f8,,v1.0,,32.929476408210405,52.76929471319391,552.4891518923368,7.592529186957078
5eed7715096e5900069856f9,,v1.0,,-33.23371811232779,51.34579597666177,552.1034131020788,7.592654765678721
5eed7715096e5900069856fa,,v1.0,,120.55959660937047,-42.43922596034272,562.4043631166487,7.579365974431026
5eed7715096e5900069856fb,,v1.0,,72.49999471497311,29.50693128661169,548.7379152591202,7.591579584136779
5eed7715096e5900069856fc,,v1.0,,,,,
5eed7715096e5900069856fd,,v1.0,,-95.23377261419583,9.54473129682198,546.7048545583293,7.591026506279625
5eed7715096e5900069856fe,,v1.0,,,,,
5eed7715096e5900069856ff,,v1.0,,-40.24139026050757,-22.209447619472172,553.5429267950021,7.585019616002859
5eed7715096e590006985700,,v1.0,,,,,
5eed7715096e590006985701,,v1.0,,-64.87774851814375,39.192349165494434,549.68049547396,7.592580193661682
5eed7715096e590006985702,,v1.0,,98.80169522205551,-1.6781337549552025,549.085407345462,7.588060181970892
5eed7715096e590006985703,,v1.0,,166.08528016088184,-32.576322923744044,558.7504101952381,7.581215739815551
5eed7715096e590006985704,,v1.0,,62.08183118658248,45.96588301339074,551.3090783800744,7.592301002230404
5eed7715096e590006985705,,v1.0,,-173.79933165772616,-45.10595976405137,563.6269348458836,7.57862695240117
5eed7715096e590006985706,,v1.0,,-15.077503085431024,-4.101115998095572,548.2183884244205,7.589097450651828
5eed7715096e590006985707,,v1.0,,48.05867540079487,-37.27665742789682,559.7826691907594,7.581098631686108
5eed7715096e590006985708,,v1.0,,138.84086483352937,-1.7316727554888895,548.989301593394,7.588170920922139
5eed7715096e590006985709,,v1.0,,-97.89486165994009,-29.06311083336588,556.9614329553651,7.582472512827113
5eed7715096e59000698570a,,v1.0,,72.82014042847226,6.2691289232978,548.1640543086432,7.5892160686869925
5eed7715096e59000698570b,,v1.0,,-65.47650352878746,-52.48613337329432,566.4115523042246,7.577223342754216
5eed7715096e59000698570c,,v1.0,,94.404870215241,41.61882048344056,550.4567931513575,7.592294757555431
5eed7715096e59000698570d,,v1.0,,-101.75061738802452,-25.30674630800459,555.4028374308546,7.583501559361694
5eed7715096e59000698570e,,v1.0,,104.80418573973812,9.602849409762834,546.6310921121685,7.5910981241347235
5eed7715096e59000698570f,,v1.0,,86.09530322237788,-32.59012118138178,558.5456641194332,7.581438797371136
5eed7715096e590006985710,,v1.0,,90.25950642308473,52.75606958370936,503.9032548704754,7.620392995497417
5eed7715096e590006985711,,v1.0,,174.61638491245716,21.445317584467627,546.9958720823834,7.5920693746299195
5eed7715096e590006985712,,v1.0,,,,,
5eed7715096e590006985713,,v1.0,,150.2116242150801,52.47239643284588,555.1526595798914,7.5909445837778655
5eed7715096e590006985714,,v1.0,,,,,
5eed7715096e590006985715,,v1.0,,36.80059421630022,-30.336542430680016,556.6549907096305,7.583067869869612
5eed7715096e590006985716,,v1.0,,38.71953456768888,1.5770050908548163,547.4271951377832,7.5898868690615355
5eed7715096e590006985717,,v1.0,,78.1178486990124,25.16660213032445,547.4608761911386,7.592179053879257
5eed7715096e590006985718,,v1.0,,,,,
5eed7715096e590006985719,,v1.0,,-167.54699928524852,29.545017153495316,548.3840395159714,7.591984306727849
5eed7715096e59000698571a,,v1.0,,-118.2263012957852,5.663978222939294,546.7967670994685,7.590682608583036
5eed7715096e59000698571b,,v1.0,,-174.04177311867065,32.474437354535794,548.51061948816,7.592406052171683
5eed7715096e59000698571c,,v1.0,,-147.62287450482017,-29.611890216637676,556.4418360162863,7.583134068211205
5eed7715096e59000698571d,,v1.0,,-67.46938047992928,47.603920749208605,551.4410299072606,7.592534356859083
5eed7715096e59000698571e,,v1.0,,164.5860905580383,49.97785649287334,552.2241543718201,7.592229083684259
5eed7715096e59000698571f,,v1.0,,-52.56155796191246,1.3227676428806072,548.0735283904232,7.589148609559405
5eed7715096e590006985720,,v1.0,,-137.34257925842817,40.347367496606715,549.9731870991536,7.5925043200545685
5eed7715096e590006985721,,v1.0,,158.71842068191634,1.5667199681572692,547.5738376752588,7.589714684649475
5eed7715096e590006985722,,v1.0,,160.49833434380145,51.05724278778869,552.380744877818,7.592277520891475
5eed7715096e590006985723,,v1.0,,-21.134370809716078,-1.76318827072813,548.7419879442814,7.588443025060175
5eed7715096e590006985724,,v1.0,,76.38694959448374,4.825343129739292,547.113014530777,7.590315901695735
5eed7715096e590006985725,,v1.0,,179.32734860930933,39.590492298434135,550.0611611326885,7.592214709656276
5eed7715096e590006985726,,v1.0,,16.49656790142709,-28.294400862998117,556.6993796984052,7.5826153614095775
5eed7715096e590006985727,,v1.0,,22.188104847902014,45.92472701322953,551.4556872251251,7.592119989768006
5eed7715096e590006985728,,v1.0,,-10.73423878977667,-20.797683604211045,553.5222942029905,7.584817332728328
5eed7715096e590006985729,,v1.0,,-92.85841177081865,51.54954359395756,552.3081751093887,7.592469748679912
5eed7715096e59000698572a,,v1.0,,-60.7996880571177,39.66764746663106,550.110311116573,7.592205532892964
5eed7715096e59000698572b,,v1.0,,129.2595789246759,52.625650334751185,552.7705010173167,7.592197403380908
5eed7715096e59000698572c,,v1.0,,,,,
5eed7715096e59000698572d,,v1.0,,74.76816080123479,-21.617376989372325,554.2726260521385,7.5841205802052105
5eed7715096e59000698572e,,v1.0,,-91.40980314220654,50.27249724963581,552.0876413719598,7.5924026025224665
5eed7715096e59000698572f,,v1.0,,23.476679268207665,-45.8093755245886,528.3846540005725,7.598425815350116
5eed7715096e590006985730,,v1.0,,65.98493202568537,32.48444148966148,548.3841626907342,7.59253878646888
5eed7715096e590006985731,,v1.0,,86.07372984070213,45.05719175557237,550.8263574026396,7.592640243483288
5eed7715096e590006985732,,v1.0,,-113.87753408323354,-32.607520896871435,558.5237173746691,7.581464152494176
5eed7715096e590006985733,,v1.0,,-73.64202436948393,25.77433664647217,547.747512213462,7.591957196093052
5eed7715096e590006985734,,v1.0,,-155.09086825711742,-9.735857819477568,550.6282768067058,7.586741058730466
5eed7715096e590006985735,,v1.0,,152.51681723428015,29.48184555727303,548.8563682287186,7.591430044681824
5eed7715096e590006985736,,v1.0,,,,,
5eed7715096e590006985737,,v1.0,,166.5927366052607,14.232640534307818,547.3982254447019,7.590677688481343
5eed7715096e590006985738,,v1.0,,-165.52564812465175,50.16837910713819,554.6876570798449,7.590924961764271
5eed7715096e590006985739,,v1.0,,119.62428733326786,-10.415459366460755,549.7116093264904,7.587775923915059
5eed7715096e59000698573a,,v1.0,,-19.490009299724196,-36.0408060952811,559.6691871606035,7.580933510818734
5eed7715096e59000698573b,,v1.0,,139.13776803580802,39.694468163880686,550.254479638752,7.592070928233138
5eed7715096e59000698573c,,v1.0,,-141.79776705281827,-25.26218035523824,555.4454222909071,7.5834590562053945
5eed7715096e59000698573d,,v1.0,,,,,
5eed7715096e59000698573e,,v1.0,,-2.2052457198001,-19.051116723221025,552.3335385388491,7.585861176476453
5eed7715096e59000698573f,,v1.0,,-93.86236768303962,-45.08321796674451,563.652107672915,7.578602042696336
5eed7715096e590006985740,,v1.0,,168.44105435831918,33.025537166534725,549.3760717105615,7.591593592067346
5eed7715096e590006985741,,v1.0,,21.852156068002284,-8.13708385719704,548.9631789624646,7.588431229204621
5eed7715096e590006985742,,v1.0,,-116.46974781158633,-37.86288715992021,560.7303801743328,7.580202351807871
5eed7715096e590006985743,,v1.0,,-34.483517963303484,-22.43033687276674,554.0789415799381,7.584305891970566
5eed7715096e590006985744,,v1.0,,-48.101652981090055,-5.803929912995007,549.6679449378216,7.587532869648262
5eed7715096e590006985745,,v1.0,,,,,
5eed7715096e590006985746,,v1.0,,-56.87206652923621,-52.77430593931599,566.5867221413127,7.57708289680117
